id,type,front,back,known
548,1,"What is an actor?","Briefly, actors are a lot like message queues without the configuration and message broker installation overhead. They’re like programmable message queues shrunk to microsize—you can easily create thousands, even millions of them. They don’t “do”
anything unless they’re sent a message.
Messages are simple data structures that can’t be changed after they’ve been created, or in a single word, they’re immutable.
Actors can receive messages one at a time and execute some behavior whenever a message is received. Unlike queues, they can also send messages (to other actors).
Everything an actor does is executed asynchronously. Simply put, you can send a message to an actor without waiting for a response. Actors aren’t like threads, but messages sent to them are pushed through on a thread at some point in time. How actors are connected to threads is configurable - this is not a hardwired relationship.
For now the most important aspect of actors is that you build applications by sending and receiving messages. A message could be processed locally on some available thread, or remotely on another server. Exactly where the message is processed and where the actor lives are things you can decide later, which is very different compared to hardcoding threads and RPC style networking. Actors make it easy to build your application out of small parts that resemble networked services, only shrunk to microsize in footprint and administrative overhead.",0
549,1,"What is an IDL-based encoding?","An interface description language or interface definition language (IDL) encoding. 
It requires a schema definitions. They offer peace of mind with respect to data format and validation for consumers while sacrificing flexibility in the schema’s evolution.",0
550,1,"What is Tarantool?","An in-memory noSQL database that uses write-ahead logging for crash resistance and persistence.",0
551,1,"What is a coroutine?","An object representing activity that eventually completes. Also refers the the function we call that returns a coroutine.
In Python, coroutines are generators.",0
552,1,"What is a future?","An object representing a result that may not be available yet.",0
553,1,"What is AQP?","Approximate query processing. It means pulling a sample of data instead of taking time to process an exact result. It is often used when a data storage involves terabytes or more.",0
554,1,"How would you visualize billions of items in a graph?","In many cases, you don't need to graph every point, just use visualization-aware sampling. Sometime 1% or less will do.",0
555,1,"What is F1/Spanner?","Fault-Tolerant Distributed RDBMS (Spanner) Supporting Google's Ad Business (F1)",0
556,1,"What is Photon?","Fault-tolerant and Scalable Joining of Continuous Data Streams",0
557,1,"What is Mesa?","Geo-Replicated, Near Real-Time, Scalable Data Warehousing",0
558,1,"How does Google use multi-homed datacenters?","A multi-homed system runs live in multiple datacenters all the time. Each datacenter processes work all the time, and work is dynamically shared between datacenters to balance load. When one datacenter is slow, some fraction of work automatically moves to faster datacenters. When a datacenter is completely unavailable, all its work is automatically distributed to other datacenters.",0
559,1,"What is ElasticSearch?","Open Source, Distributed, RESTful Search Engine",0
560,1,"What is an example of a circuit breaker?","Start sending 503s if your service is choked to avoid numerous simultaneous retries that just make the system worse.",0
561,1,"What is the name of Google's search ranking algorithm?","Hummingbird. PageRank is just one factor used by the algorithm.",0
562,1,"What is celery?","Distributed Task Queue",0
563,1,"LRU is the most popular type of what kind of policy?",Eviction,0
564,1,"What does an eviction policy try to predict?","An eviction policy tries to predict which entries are most likely to be used again in the near future, thereby maximizing the hit ratio",0
565,1,"What is Caffiene?","Caffeine is a high performance, near optimal caching library based on Java 8.",0
566,1,"What is request coalescing?","When many requests arrive for some content that’s missing in the cache (cache miss), only one instance request will proceed to the backend to fetch the content on behalf of all to avoid a flood.",0
567,1,"When might you need to use a NoSQL database","You don’t have any relational data.
If you need to store > 5 TB of data or you have an incredibly data intensive workload.
Your application has super low-latency requirements.
You need really high throughput.",0
568,1,"What is AMP?","AMP is a restricted subset of HTML designed to make the web fast on mobile devices.
Provides a shared library of scripts so they don’t have to downloaded every time.
Sets standards for the architecture of advertising so advertising doesn't infect pages.
Shared mechanism for collecting data for analytics so you don’t have N different packages on a page gathering stats.",0
569,1,"What is a benefit of making processes asynchronous?","Flexibility in the architecture. Getting users on hooked on synchronous low-latency interactions doesn't allow for architecture flexibility.",0
570,1,"What is BASE?","basically available
soft state
eventually consistent

A BASE based system is more tolerant to latency because it is an inherently partitioned and loosely coupled architecture and it uses eventual consistency.",0
571,1,"What is ACID?","atomicity
consistency
isolation
durability",0
572,1,"What is the CAP theorem?","The CAP theorem, also named Brewer's theorem, states that it is impossible for a distributed computer system to simultaneously provide all three of the following guarantees:

- Consistency (all nodes see the same data at the same time)
- Availability (every request receives a response about whether it succeeded or failed)
- Partition tolerance (the system continues to operate despite arbitrary partitioning due to network failures)",0
